Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
9,,The girl put every apple into exactly one basket.,not all of the apples go into the same basket,all of the apples go into the same basket,every,exactly one,B,inverse,universal,number,unimported,unimported,4
10,,The professor applied every method in one experiment.,all the methods were applied in the same experiment,not all the methods were applied in the same experiment,every,one,A,inverse,universal,number,unimported,unimported,4
11,,The professor applied every method in one experiment.,not all the methods were applied in the same experiment,all the methods were applied in the same experiment,every,one,B,inverse,universal,number,unimported,unimported,4
12,,All songs are part of an album.,all the songs belong to the same album,not all the songs belong to the same album,all,an,A,inverse,universal,number,unimported,unimported,4
13,,All songs are part of an album.,not all the songs belong to the same album,all the songs belong to the same album,all,an,B,inverse,universal,number,unimported,unimported,4
14,,The librarian sorted all the files into one collection.,all the files were sorted into the same collection,not all the files were sorted into the same collection,all,one,A,inverse,universal,number,unimported,unimported,4
15,,The librarian sorted all the files into one collection.,not all the files were sorted into the same collection,all the files were sorted into the same collection,all,one,B,inverse,universal,number,unimported,unimported,4
16,,Each cup was chosen from one cabinet.,all the cups were chosen from the same cabinet,not all the cups were chosen from the same cabinet,each,one,A,inverse,universal,number,unimported,unimported,4
17,,Each cup was chosen from one cabinet.,not all the cups were chosen from the same cabinet,all the cups were chosen from the same cabinet,each,one,B,inverse,universal,number,unimported,unimported,4
18,,The researcher conducted every experiment in exactly two labs.,all the experiments were conducted in the same two labs,not all the experiments were conducted in the same two labs,every,exactly two,A,inverse,universal,number,unimported,unimported,4
19,,The researcher conducted every experiment in exactly two labs.,not all the experiments were conducted in the same two labs,all the experiments were conducted in the same two labs,every,exactly two,B,inverse,universal,number,,,4
20,,The traveler packed every item into exaclty one suitcase.,all of the items are packed into the same suitcase,not all of the items are packed into the same suitcase,every,exactly one,A,inverse,universal,number,,,4
21,,The traveler packed every item into exaclty one suitcase.,not all of the items are packed into the same suitcase,all of the items are packed into the same suitcase,every,exactly one,B,inverse,universal,number,,,4
22,,All the tools are part of one set.,there is exactly one set in total,there is more than one set in total,all,one,A,inverse,universal,number,,,4
23,,All the tools are part of one set.,there is more than one set in total,there is exactly one set in total,all,one,B,inverse,universal,number,,,4
24,,All the documents come from one archive.,all the documents come from the same archive,not all the documents come from the same archive,all,one,A,inverse,universal,number,,,4
25,,All the documents come from one archive.,not all the documents come from the same archive,all the documents come from the same archive,all,one,B,inverse,universal,number,,,4
26,,All the paintings belong to one collection.,all the paintings belong to the same collection,not all the paintings belong to the same collection,all,one,A,inverse,universal,number,,,4
27,,All the paintings belong to one collection.,not all the paintings belong to the same collection,all the paintings belong to the same collection,all,one,B,inverse,universal,number,,,4
28,,Every sentence was extracted from one file.,all the sentences were extracted from the same file,not all the sentences were extracted from the same file,every,one,A,inverse,universal,number,,,4
29,,Every sentence was extracted from one file.,not all the sentences were extracted from the same file,all the sentences were extracted from the same file,every,one,B,inverse,universal,number,,,4
30,,The chef placed each ingredient into exactly one bowl.,all of the ingredients go into the same bowl,not all of the ingredients go into the same bowl,each,exaclty one,A,inverse,universal,number,,,4
31,,The chef placed each ingredient into exactly one bowl.,not all of the ingredients go into the same bowl,all of the ingredients go into the same bowl,each,exaclty one,B,inverse,universal,number,,,4
32,,Each flower was picked from one garden.,all the flowers were picked from the same garden,not all the flowers were picked from the same garden,each,one,A,inverse,universal,number,,,4
